FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;188;0,45212766;0,085106383;0,063829787;0,058510638;0,063829787;0,04787234;0,228723404;0;0
1;675;0,232592593;0,059259259;0,054814815;0,037037037;0,062222222;0,085925926;0,311111111;0,157037037;0
2;1295;0,152895753;0,038610039;0,038610039;0,038610039;0,039382239;0,063320463;0,308880309;0,31969112;0
3;1603;0,134123518;0,033063007;0,040548971;0,026824704;0,043668122;0,046163444;0,227074236;0,427947598;0,0205864
4;1893;0,127839408;0,031695721;0,034865293;0,033280507;0,041204437;0,043317485;0,185419968;0,439513999;0,06286318
5;2226;0,12982929;0,025606469;0,033692722;0,030548068;0,042228212;0,042677448;0,184636119;0,413297394;0,097484277
6;2576;0,123447205;0,025621118;0,029114907;0,031055901;0,035714286;0,038431677;0,188276398;0,393245342;0,135093168
7;2913;0,115345005;0,025403364;0,027463096;0,028492963;0,032955716;0,034672159;0,182629591;0,412289736;0,140748369
8;3267;0,105295378;0,024181206;0,02509948;0,025711662;0,033057851;0,036730946;0,182736455;0,449647995;0,117539027
9;3604;0,097946726;0,02108768;0,024139845;0,026082131;0,03190899;0,036903441;0,171476138;0,484739179;0,105715871
10;3924;0,089704383;0,02166157;0,023700306;0,024974516;0,031090724;0,03695209;0,161569827;0,5127421;0,097604485
11;4262;0,089160019;0,021116847;0,023228531;0,025340216;0,029328954;0,034256218;0,15556077;0,513374003;0,108634444
12;4609;0,092427859;0,019960946;0,022998481;0,024300282;0,028422651;0,03189412;0,141028423;0,505315687;0,133651551
13;4909;0,086983092;0,022407822;0,020370748;0,02424119;0,026481972;0,033408026;0,137706254;0,491342432;0,157058464
14;5276;0,088324488;0,019711903;0,021796816;0,021417741;0,026345716;0,03222138;0,133813495;0,48161486;0,174753601
15;5579;0,08334827;0,018282846;0,020075282;0,023122423;0,026707295;0,031188385;0,135328912;0,485391647;0,176554938
16;5915;0,085207101;0,016737109;0,022654269;0,020118343;0,025866441;0,031445478;0,131191885;0,493322063;0,173457312
17;6090;0,087520525;0,01592775;0,022003284;0,020853859;0,026436782;0,031198686;0,138916256;0,495238095;0,161904762
18;6251;0,078547432;0,016317389;0,02287634;0,019196928;0,027355623;0,032634778;0,146856503;0,502479603;0,153735402
19;6514;0,078139392;0,017654283;0,0198035;0,020724593;0,02732576;0,033773411;0,148449493;0,494319926;0,159809641
20;6798;0,078258311;0,017799353;0,018976169;0,02044719;0,026625478;0,031921153;0,152544866;0,488378935;0,165048544
21;7046;0,075361907;0,015753619;0,021004825;0,019869429;0,025404485;0,032926483;0,15782004;0,488787965;0,163071246
22;8108;0,078194376;0,016280217;0,017020227;0,020966946;0,024913666;0,029353725;0,16921559;0,50123335;0,142821904
23;8310;0,069314079;0,017569194;0,016967509;0,018772563;0,02599278;0,033694344;0,1755716;0,529602888;0,112515042
24;8598;0,073156548;0,012328448;0,021516632;0,01616655;0,025819958;0,032798325;0,177250523;0,548267039;0,092695976
25;8834;0,06927779;0,014715871;0,017432647;0,020602219;0,023092597;0,03180892;0,184401177;0,572334163;0,066334616
26;9088;0,06756162;0,015184859;0,016175176;0,020246479;0,023767606;0,03125;0,186179577;0,595620599;0,044014085
27;9336;0,06748072;0,013496144;0,018209083;0,01756641;0,023886033;0,030205656;0,189802913;0,622536418;0,016816624
28;9612;0,067207657;0,012900541;0,019558885;0,016541823;0,02340824;0,030586767;0,187057844;0,640449438;0,002288806
29;9889;0,067044191;0,015471736;0,016381838;0,017190818;0,022752553;0,03124684;0,194357367;0,635554657;0
30;10134;0,064337873;0,015492402;0,015295046;0,018452733;0,022597198;0,029011249;0,206927176;0,627886323;0
31;10388;0,064690027;0,013958414;0,015883712;0,018097805;0,022718521;0,029264536;0,209376203;0,626010782;0
32;10633;0,063951848;0,012602276;0,017398665;0,015799868;0,023887896;0,029812847;0,212639895;0,623906706;0
33;10899;0,062941554;0,014221488;0,016515277;0,017983301;0,021286357;0,03046151;0,222864483;0,61372603;0
34;11152;0,06402439;0,012105452;0,017395983;0,015961263;0,023583214;0,029322095;0,230003587;0,607604017;0
35;11373;0,061197573;0,012046074;0,017233799;0,015475248;0,023124945;0,030774642;0,246812626;0,593335092;0
36;11620;0,058605852;0,014802065;0,014199656;0,017986231;0,021858864;0,030895009;0,242857143;0,598795181;0
37;11846;0,056728009;0,011987169;0,016123586;0,016883336;0,02287692;0,030136755;0,251477292;0,593786932;0
38;12147;0,05935622;0,012431053;0,015477073;0,01679427;0,021733761;0,03087182;0,255865646;0,587470157;0
39;12400;0,058145161;0,013145161;0,01483871;0,017741935;0,020403226;0,031935484;0,267580645;0,576209677;0
40;12645;0,057888493;0,011941479;0,01557928;0,016923685;0,021826809;0,029735073;0,280189798;0,565915382;0
41;12907;0,057953049;0,01193151;0,016735105;0,014720694;0,022468428;0,031765709;0,297203068;0,547222437;0
42;13129;0,056363775;0,012719933;0,015081118;0,015538122;0,022240841;0,032218752;0,313428289;0,532409171;0
43;13380;0,057025411;0,01083707;0,016218236;0,01554559;0,022795217;0,030717489;0,3245142;0,522346786;0
44;13638;0,056386567;0,013051767;0,014518258;0,015838099;0,022290658;0,031309576;0,328053967;0,518551107;0
45;13843;0,054179007;0,011558188;0,015748031;0,015892509;0,02239399;0,032579643;0,346384454;0,501264177;0
46;14099;0,053975459;0,012908717;0,014681892;0,015816725;0,021845521;0,033690333;0,361089439;0,485991914;0
47;14328;0,05339196;0,013051368;0,014307649;0,015354551;0,022822446;0,033012284;0,38686488;0,461194863;0
48;14567;0,053202444;0,011601565;0,015239926;0,014828036;0,023065834;0,033088488;0,449371868;0,39960184;0
49;14846;0,054156002;0,011316179;0,014616732;0,016098612;0,021756702;0,033948538;0,474808029;0,373299205;0
50;15067;0,051901507;0,011282936;0,014800558;0,016127962;0,022300392;0,034645251;0,532488219;0,316453176;0
51;15336;0,053077726;0,012584768;0,013693271;0,015453834;0,021191967;0,034820031;0,567683881;0,281494523;0
52;15572;0,0525944;0,011559209;0,015412278;0,013806833;0,022347804;0,035127151;0,582776779;0,266375546;0
53;15834;0,053050398;0,01218896;0,013641531;0,015157257;0,021030693;0,035872174;0,596185424;0,252873563;0
54;16029;0,050159087;0,010980099;0,014411379;0,01540957;0,021648263;0,037182607;0,642335766;0,20787323;0
55;16333;0,053205167;0,01120431;0,014388049;0,01493908;0,021306557;0,03606196;0,647400967;0,201493908;0
56;16485;0,048346982;0,010737034;0,014012739;0,014740673;0,022687291;0,038398544;0,678252957;0,172823779;0
57;16757;0,049352509;0,010920809;0,014083667;0,015456227;0,021543236;0,037715582;0,676433729;0,174494241;0
58;17008;0,049800094;0,011230009;0,013229069;0,015228128;0,021754468;0,038393697;0,678915804;0,17144873;0
59;17254;0,04995943;0,0114756;0,013677988;0,014779182;0,021734091;0,038773618;0,682334531;0,167265562;0
60;17495;0,050985996;0,00983138;0,014232638;0,014632752;0,021549014;0,038639611;0,680823092;0,169305516;0
61;17690;0,047710571;0,010966648;0,013058225;0,015206331;0,022385529;0,039739966;0,687563595;0,163369135;0
62;17943;0,048486875;0,010031767;0,013765814;0,014880455;0,022014156;0,039681213;0,688179234;0,162960486;0
63;18235;0,049849191;0,011955032;0,012009871;0,015519605;0,021222923;0,039319989;0,686701398;0,163421991;0
64;18444;0,049013229;0,010735198;0,013391889;0,013446107;0,022337888;0,04066363;0,690685318;0,15972674;0
65;18673;0,048197933;0,011085525;0,012263696;0,014780699;0,021581963;0,042146415;0,694210893;0,155732876;0
66;18946;0,048981315;0,010345192;0,013670432;0,013406524;0,022115486;0,041539111;0,691597171;0,158344769;0
67;19146;0,04758174;0,010132665;0,012483025;0,014258853;0,022093388;0,044239006;0,696646819;0,152564504;0
68;19416;0,047847136;0,010146271;0,013133498;0,014421096;0,021683148;0,043984343;0,693860733;0,154923774;0
69;19646;0,046981574;0,010180189;0,012572534;0,014354067;0,0215311;0,044945536;0,694288914;0,155146086;0
70;19859;0,045319502;0,010977391;0,012890881;0,013646206;0,022407976;0,045823053;0,699430988;0,149504003;0
71;20078;0,045074211;0,010010957;0,012849885;0,013895806;0,022910648;0,046667995;0,701613707;0,146976791;0
72;20342;0,045914856;0,010470947;0,012388162;0,014452856;0,02197424;0,047684593;0,701307639;0,145806705;0
73;20577;0,046022258;0,010011178;0,01351023;0,01326724;0,022792438;0,046799825;0,700296447;0,147300384;0
74;20801;0,045430508;0,01052834;0,011537907;0,014470458;0,022835441;0,048939955;0,70520648;0,141050911;0
75;21057;0,046160422;0,009450539;0,01286983;0,014009593;0,02274778;0,048629909;0,703281569;0,142850359;0
76;21299;0,0460585;0,009906568;0,01258275;0,013803465;0,022724072;0,049532842;0,702474295;0,142917508;0
77;21511;0,044721305;0,01013435;0,012551718;0,013620938;0,022686068;0,051601506;0,705360048;0,139324067;0
78;21781;0,045865663;0,009365961;0,012901152;0,013865295;0,02217529;0,051788256;0,701804325;0,142234057;0
79;22439;0,046793529;0,00922501;0,013102188;0,012701101;0,023263069;0,053879406;0,702170328;0,138865368;0
80;22720;0,04806338;0,009507042;0,012103873;0,014128521;0,022403169;0,052596831;0,69903169;0,142165493;0
81;22873;0,043938268;0,009487168;0,012678704;0,013990294;0,022734228;0,058409478;0,702575089;0,13618677;0
82;23112;0,043656975;0,010340948;0,011465905;0,014018692;0,023061613;0,060401523;0,700112496;0,136941848;0
83;23338;0,042891422;0,00989802;0,011740509;0,014097181;0,022795441;0,0630731;0,698174651;0,137329677;0
84;23593;0,043657017;0,009451956;0,012376552;0,013351418;0,023481541;0,06590938;0,696477769;0,135294367;0
85;23865;0,044584119;0,009637545;0,012486906;0,013115441;0,023046302;0,066959983;0,694112717;0,136056987;0
86;24061;0,042558497;0,009309671;0,012052699;0,013922946;0,023523544;0,072524001;0,69244836;0,13366028;0
87;24281;0,041719863;0,009142951;0,012314155;0,013384951;0,024010543;0,077921008;0,689427948;0,13207858;0
88;24536;0,041693838;0,009944571;0,011697098;0,014060972;0,023638735;0,080249429;0,690658624;0,128056733;0
89;24778;0,042578093;0,009201711;0,012107515;0,013277908;0,023851804;0,084187586;0,689926548;0,124868835;0
90;25003;0,042034956;0,009718834;0,011558613;0,013118426;0,02491701;0,089309283;0,685357757;0,123985122;0
91;25252;0,042491684;0,009306194;0,011959449;0,013701885;0,023918898;0,091042294;0,683866624;0,123712973;0
92;25469;0,041148062;0,00942322;0,011739762;0,013742196;0,024421846;0,099100868;0,680435039;0,119989006;0
93;25693;0,041061768;0,008912933;0,012415833;0,013544545;0,024442455;0,104697778;0,675787179;0,119137508;0
94;25932;0,04106895;0,009409224;0,011684405;0,013458275;0,025181243;0,109517199;0,670869968;0,118810736;0
95;26188;0,04185123;0,009240874;0,011799297;0,013708569;0,024362303;0,111768749;0,667023064;0,120245914;0
96;26385;0,041235551;0,008451772;0,012431306;0,013227212;0,025090013;0,118893311;0,660905818;0,119765018;0
97;26597;0,04004211;0,009587547;0,011279468;0,013948942;0,025679588;0,128134752;0,652592398;0,118735196;0
98;26842;0,040384472;0,010058863;0,011064749;0,013821623;0,025594218;0,133820133;0,646039788;0,119216154;0
99;27069;0,040415235;0,008866231;0,011784698;0,013410174;0,026450922;0,143189627;0,637075622;0,118807492;0
100;27253;0,039041573;0,009136609;0,011007962;0,013759953;0,02733644;0,160606172;0,623747844;0,115363446;0
101;27528;0,040613194;0,008827376;0,011624528;0,01344086;0,026627434;0,159546643;0,620749782;0,118570183;0
102;27807;0,041931888;0,008451109;0,012047326;0,012550797;0,026791815;0,162980544;0,61678714;0,118459381;0
103;27980;0,040207291;0,008255897;0,012008578;0,013330951;0,02691208;0,184060043;0,602180129;0,113045032;0
104;28267;0,041709414;0,008879612;0,011674391;0,013372484;0,027204868;0,180104008;0,600700463;0,11635476;0
105;28443;0,039447316;0,009035615;0,011180255;0,01395774;0,027528742;0,195900573;0,592272264;0,110677495;0
106;28739;0,041963882;0,00869898;0,011482654;0,013709593;0,027280003;0,192873795;0,590382407;0,113608685;0
107;28835;0,037419802;0,008808739;0,010993584;0,013906711;0,029582105;0,207317496;0,583700364;0,108271198;0
108;29064;0,037434627;0,009152216;0,010872557;0,014106799;0,029624277;0,213735205;0,576142307;0,108932012;0
109;29362;0,039643076;0,008616579;0,011715823;0,013384647;0,028983039;0,209999319;0,575063007;0,11259451;0
110;29555;0,038402977;0,009237016;0,010894942;0,013838606;0,030282524;0,225647099;0,562645914;0,109050922;0
111;29740;0,036718225;0,009414929;0,010961668;0,013718897;0,031271015;0,239105582;0,552387357;0,106422327;0
112;29947;0,036664774;0,008214512;0,012254984;0,012755869;0,031923064;0,250075133;0,542424951;0,105686713;0
113;30230;0,037975521;0,008733047;0,011313265;0,013562686;0,031392656;0,251538207;0,537810122;0,107674496;0
114;30451;0,037699911;0,008636826;0,011428196;0,013891169;0,031526058;0,257692687;0,530294572;0,10883058;0
115;30690;0,038286087;0,008113392;0,012121212;0,013229065;0,032127729;0,261290323;0,525480613;0,10935158;0
116;30892;0,037517804;0,008448789;0,01116794;0,013919461;0,032856403;0,270652596;0,519357763;0,106079244;0
117;31173;0,038976037;0,008597183;0,010778558;0,01440349;0,032463991;0,268148718;0,519295544;0,107336477;0
118;31346;0,037229631;0,008485931;0,011197601;0,013877369;0,034007529;0,2779621;0,512601289;0,10463855;0
119;31546;0,036961897;0,007988334;0,011221708;0,014138084;0,03414062;0,284061371;0,506276549;0,105211437;0
120;31830;0,037888784;0,009048068;0,010587496;0,014043355;0,034558593;0,280207352;0,506848885;0,106817468;0
121;32037;0,037175766;0,009114461;0,010987296;0,014171115;0,035240503;0,288853513;0,50235665;0,102100696;0
122;32264;0,037751054;0,008647409;0,011281924;0,013234565;0,03613935;0,290540541;0,501549715;0,100855443;0
123;32471;0,037048443;0,008253519;0,011548767;0,01376613;0,036032152;0,296295156;0,49672015;0,100335684;0
124;32685;0,036867064;0,008352455;0,011350773;0,013767783;0,037662536;0,30117791;0,491907603;0,098913875;0
125;32917;0,036971778;0,008172069;0,011665705;0,013397333;0,038095817;0,303004527;0,489382386;0,099310387;0
126;33219;0,038742888;0,008127879;0,011348927;0,013757187;0,037809687;0,296938499;0,49185707;0,101417863;0
127;33404;0,03774997;0,008591785;0,011106454;0,013950425;0,03930667;0,307208718;0,483445096;0,098640881;0
128;33629;0,03779476;0,008564037;0,011061881;0,014511285;0,038954474;0,307264563;0,483243629;0,09860537;0
129;33834;0,037004197;0,008305255;0,01120175;0,01383224;0,040787374;0,308506236;0,48601998;0,094342969;0
130;34014;0,035397189;0,008849297;0,010848474;0,014082437;0,0430999;0,315811137;0,479684836;0,09222673;0
131;34268;0,035689273;0,009017159;0,011118244;0,014444963;0,043013891;0,319131551;0,475166336;0,092418583;0
132;34506;0,036370486;0,008607199;0,010838695;0,013997566;0,044369095;0,316959369;0,475598447;0,093259143;0
133;34731;0,03682589;0,00783162;0,011488296;0,014079641;0,045060609;0,317727678;0,475195071;0,091791195;0
134;34968;0,036833677;0,008178906;0,011238847;0,014184397;0,045813315;0,31980668;0,47346145;0,090482727;0
135;35150;0,035561878;0,008421053;0,011351351;0,013854908;0,048961593;0,32802276;0,468307255;0,085519203;0
136;35372;0,035338686;0,008255117;0,011845528;0,013626597;0,050520185;0,328762863;0,466187945;0,085463078;0
137;35636;0,036367718;0,0078011;0,011280727;0,014199124;0,049809182;0,32540128;0,46730834;0,087832529;0
138;35798;0,034582938;0,008184815;0,011173809;0,014498017;0,052768311;0,331526901;0,463349908;0,083915303;0
139;35977;0,033465825;0,007810546;0,01164633;0,015120772;0,055174139;0,336159213;0,459543597;0,081079579;0
140;36191;0,033654776;0,007515681;0,011439308;0,014920837;0,056643917;0,338426681;0,456798652;0,080600149;0
141;36430;0,033653582;0,008866319;0,010513313;0,014713149;0,057287949;0,338841614;0,454625309;0,081498765;0
142;36643;0,032994023;0,008569167;0,010943427;0,015036978;0,059192752;0,342985018;0,45089103;0,079387605;0
143;36864;0,032986111;0,00797526;0,011366102;0,014756944;0,060655382;0,344536675;0,448567708;0,079155816;0
144;37103;0,03358219;0,00795084;0,010996415;0,015578255;0,060911517;0,343745789;0,448292591;0,078942404;0
145;37707;0,033680749;0,007903042;0,01153632;0,014798313;0,062455247;0,344100565;0,44689315;0,078632615;0
146;37937;0,033766508;0,008092364;0,010912829;0,015130348;0,062788307;0,344386746;0,445528112;0,079394786;0
147;38070;0,031337011;0,008563173;0,010874704;0,014946152;0,067428421;0,348857368;0,440294195;0,077698976;0
148;38261;0,03107603;0,007448838;0,011552233;0,015263584;0,069966807;0,351559029;0,435639424;0,077494054;0
149;38525;0,03174562;0,007631408;0,01183647;0,014925373;0,068293316;0,348241402;0,438157041;0,079169371;0
150;38709;0,031000543;0,007620967;0,011315198;0,015267767;0,071559586;0,350796972;0,433852592;0,078586375;0
151;38935;0,030846282;0,007653782;0,011172467;0,015564402;0,072479774;0,349839476;0,434827276;0,07761654;0
152;39135;0,030560879;0,007691325;0,011345343;0,015331545;0,074664622;0,35206337;0,432860611;0,075482305;0
153;39393;0,031553829;0,007615566;0,01147412;0,01492651;0,073515599;0,350544513;0,435305765;0,075064098;0
154;39685;0,032304397;0,007761119;0,011011717;0,015875016;0,071034396;0,348620386;0,436588132;0,076804838;0
155;39872;0,031651284;0,008251404;0,011185795;0,015424358;0,072557183;0,34961878;0,433537319;0,077773876;0
156;40023;0,030257602;0,007820503;0,010993679;0,015641006;0,075731454;0,35429628;0,429003323;0,076256153;0
157;40250;0,030236025;0,007850932;0,011229814;0,015602484;0,076447205;0,355378882;0,425888199;0,07736646;0
158;40532;0,031703346;0,007697622;0,011546432;0,015197868;0,072856015;0,353449127;0,426773907;0,080775683;0
159;40726;0,031036684;0,008201149;0,010632029;0,01578844;0,074718853;0,354466434;0,425060158;0,080096253;0
160;40949;0,030843244;0,008132067;0,010940438;0,015824562;0,075630663;0,356516643;0,422745366;0,079367018;0
161;41179;0,031496637;0,007503825;0,011195027;0,01576046;0,075062532;0,355059618;0,425653853;0,078268049;0
162;41400;0,031231884;0,008164251;0,010821256;0,015748792;0,075942029;0,357584541;0,427439614;0,073067633;0
163;41607;0,031004398;0,00805153;0,010791453;0,01567044;0,075612277;0,359554883;0,429134521;0,070180498;0
164;41810;0,030590768;0,007797178;0,01124133;0,01585745;0,077158575;0,361085865;0,431021287;0,065247548;0
165;42063;0,031310178;0,007774053;0,011363907;0,015476785;0,076837125;0,361481587;0,433635261;0,062121104;0
166;42219;0,030081243;0,007295294;0,011298231;0,015490656;0,080461404;0,36594898;0,429782799;0,059641394;0
167;42399;0,029033704;0,007877544;0,010754971;0,015825845;0,083303852;0,367956791;0,427958207;0,057289087;0
168;42617;0,02904944;0,00764953;0,011216181;0,015697961;0,085458854;0,369758547;0,424666213;0,056503273;0
169;42887;0,029985777;0,007461469;0,011122251;0,015785669;0,08298552;0,365728542;0,427705365;0,059225406;0
170;43118;0,030126629;0,007676608;0,011062665;0,015701099;0,084651422;0,367990167;0,42369776;0,05909365;0
171;43297;0,029632538;0,007483197;0,010993833;0,015797861;0,08811234;0,369794674;0,420675797;0,057509758;0
172;43532;0,0294496;0,007971148;0,010543968;0,016126068;0,088831205;0,369107783;0,419208858;0,058761371;0
173;43794;0,030300954;0,007695118;0,011006074;0,015367402;0,089578481;0,367995616;0,419463853;0,058592501;0
174;43992;0,030096381;0,007342244;0,011047463;0,015889253;0,089220767;0,368839789;0,418303328;0,059260775;0
175;44218;0,030010403;0,007779637;0,010832693;0,015468814;0,090573974;0,369170926;0,415871365;0,060292189;0
176;44337;0,028193157;0,007736202;0,010826172;0,01544985;0,095676297;0,377517649;0,406184451;0,058416221;0
177;44591;0,028638066;0,007736987;0,010809356;0,01623646;0,092978404;0,375098114;0,408916598;0,059586015;0
